id,library
13316,PLEASANT HILLS PUBLIC LIBRARY
13317,SEWICKLEY PUBLIC LIBRARY
13318,BUTLER AREA PUBLIC LIBRARY
13319,EVANS CITY PUBLIC LIBRARY
13320,MARS AREA PUBLIC LIBRARY
13321,SAXONBURG AREA LIBRARY
13322,ZELIENOPLE PUBLIC LIBRARY
13323,F D CAMPBELL MEMORIAL LIBRARY
13324,ELLWOOD CITY AREA PUB LIBRARY
13325,NEW CASTLE PUBLIC LIBRARY
13326,STEY NEVANT PUBLIC LIBRARY
13327,GREENVILLE AREA PUBLIC LIBRARY
13328,GROVE CITY COMMUNITY LIBRARY
13329,MERCER AREA LIBRARY
13330,COMMUNITY LIBRARY OF THE SHENANGO VALLEY
13331,CAMBRIDGE SPRINGS PUB LIBRARY ASSOCIATION
13332,MARGARET SHONTZ MEM LIBRARY
13333,JAMES A STONE MEMORIAL LIBRARY
13334,LINESVILLE COMMUNITY PUBLIC LIBRARY
13335,SAEGERTOWN AREA LIBRARY
13336,"BENSON MEMORIAL LIBRARY, INC."
13337,ALBION AREA PUBLIC LIBRARY
13338,CORRY PUBLIC LIBRARY
13339,MCCORD MEMORIAL LIBRARY
13340,UNION CITY PUBLIC LIBRARY
13341,WATERFORD PUBLIC LIBRARY
13342,SHEFFIELD TOWNSHIP LIBRARY
13343,SUGAR GROVE FREE LIBRARY
13344,"TIDIOUTE LIBRARY ASSOCIATION, INC."
13345,WARREN LIBRARY ASSOCIATION
13346,YOUNGSVILLE PUBLIC LIBRARY
13347,CLARION FREE LIBRARY
13348,FOXBURG FREE LIBRARY ASSOC
13349,KNOX PUBLIC LIBRARY
13350,NEW BETHLEHEM AREA FR PUB LIB
13351,ECCLES LESHER MEMORIAL LIBRARY
13352,DUBOIS PUBLIC LIBRARY
13353,MENGLE MEMORIAL LIBRARY
13354,REBECCA M ARTHURS MEM LIBRARY
13355,PUNXSUTAWNEY MEMORIAL LIBRARY
13356,REYNOLDSVILLE PUBLIC LIBRARY
13357,SUMMERVILLE PUBLIC LIBRARY
13358,FRANKLIN PUBLIC LIBRARY
13359,OIL CITY LIBRARY
13360,MURRYSVILLE COMMUNITY LIBRARY
13361,GREENSBURG HEMPFIELD AREA LIB
13362,YOUNGWOOD AREA PUBLIC LIBRARY
13363,NORWIN PUB LIB ASSOC
13364,JEANNETTE PUBLIC LIBRARY
13365,ADAMS MEMORIAL LIBRARY
13366,CALDWELL MEMORIAL LIBRARY
13367,YOUR NEIGHBORHOOD LIBRARY
13368,LIGONIER VALLEY LIBRARY
13369,MONESSEN PUBLIC LIBRARY
13370,MT PLEASANT FR PUB LIB ASSOC
13371,NEW FLORENCE COMMUNITY LIBRARY
13372,PEOPLES LIBRARY
13373,LOWER BURRELL BRANCH LIBRARY
13374,BELLE VERNON PUBLIC LIBRARY
13375,SCOTTDALE PUBLIC LIBRARY
13376,TRAFFORD COMMUNITY PUBLIC LIB
13377,VANDERGRIFT PUB LIBRARY ASSOC
13378,BEDFORD CO FED LIB SYSTEM
13379,BEDFORD CO FED LIB SYSTEM (BOOKMOBILE)
13380,EVERETT FREE LIBRARY
13381,SAXTON COMMUNITY LIBRARY
13382,BELLWOOD ANTIS PUBLIC LIBRARY
13383,CLAYSBURG AREA PUB LIBRARY INC
13384,MARTINSBURG COMMUNITY LIBRARY
13385,ROARING SPRING COMM LIBRARY
13386,TYRONE-SNYDER TWNSHP PUB LIB
13387,WILLIAMSBURG PUBLIC LIBRARY
13388,CARROLLTOWN PUBLIC LIBRARY
13389,CRESSON PUBLIC LIBRARY
13390,EBENSBURG FREE PUBLIC LIBRARY
13391,GALLITZIN PUBLIC LIBRARY
13392,HASTINGS PUBLIC LIBRARY
13393,CAMBRIA COUNTY LIBRARY SYSTEM
13394,LILLY WASHINGTON PUB LIBRARY
13395,NANTY GLO PUBLIC LIBRARY
13396,PATTON PUBLIC LIBRARY
13397,PORTAGE PUBLIC LIBRARY
13398,HIGHLAND COMMUNITY LIBRARY
13399,SOUTH FORK PUBLIC LIBRARY
13400,NORTHERN CAMBRIA PUBLIC LIBRARY
13401,BEAVERDALE PUBLIC LIBRARY
13402,MEYERSDALE PUBLIC LIBRARY
13403,SOMERSET COUNTY LIBRARY
13404,SOMERSET COUNTY LIBRARY CONEMAUGH BRANCH
13405,SOMERSET COUNTY BOOKMOBILE
13406,MARY S BIESECKER PUB LIBRARY
13407,WINDBER PUBLIC LIBRARY ASSOCIATION
13408,BARBARA MOSCATO BROWN MEMORIAL LIBRARY
13409,JOHNSONBURG PUBLIC LIBRARY
13410,RIDGWAY FREE PUBLIC LIBRARY
13411,SAINT MARYS PUBLIC LIBRARY
13412,BRADFORD AREA PUBLIC LIBRARY
13413,FRIENDS MEMORIAL LIBRARY
13414,MOUNT JEWETT MEMORIAL LIBRARY
13415,SAMUEL W SMITH MEM PUB LIBRARY
13416,SAMUEL W SMITH MEM PUB LIBRARY (BOOKMOBILE)
13417,HAMLIN MEMORIAL LIBRARY
13418,COUDERSPORT PUBLIC LIBRARY
13419,GALETON PUBLIC LIBRARY
13420,GENESEE AREA LIBRARY
13421,OSWAYO VALLEY MEMORIAL LIBRARY
13422,ULYSSES LIBRARY
13423,CENTRE CO LIB & HIST MUSEUM
13424,CENTRE COUNTY LIBRARY BOOKMOBILE
13425,HOLT MEMORIAL LIBRARY
13426,CENTRE HALL AREA BRANCH LIBRARY
13427,SCHLOW CENTRE REGION LIBRARY
13428,JOSEPH & ELIZABETH SHAW LIB
13429,CLEARFIELD COUNTY PUBLIC LIBRARY
13430,CURWENSVILLE PUBLIC LIBRARY
13431,CLEARFIELD CO PUB LIB FED (BOOKMOBILE)
13432,ANNIE HALENBAKE ROSS LIBRARY
13433,RENOVO AREA PUBLIC LIBRARY
13434,FULTON COUNTY LIBRARY
13435,HUSTONTOWN BRANCH LIBRARY
13436,HUNTINGDON COUNTY LIBRARY
13437,JUNIATA COUNTY LIBRARY
13438,MIFFLIN COUNTY LIBRARY
13439,MILROY BRANCH LIBRARY
13440,ROTHROCK BRANCH LIBRARY
13441,ALLENSVILLE BRANCH LIBRARY
13442,KISHACOQUILLAS BRANCH LIBRARY
13443,EAST BERLIN COMMUNITY LIBRARY
13444,ADAMS COUNTY LIBRARY SYSTEM
13445,NEW OXFORD AREA LIBRARY
13446,ADAMS COUNTY LIBRARY SYSTEM (BOOKMOBILE)
13447,FAIRFIELD AREA LIBRARY
13448,LITTLESTOWN AREA LIBRARY
13449,HARBAUGH THOMAS LIBRARY
13450,ALEXANDER HAMILTON MEMORIAL FREE LIBRARY
13451,DILLSBURG AREA PUBLIC LIBRARY
13452,A HUFNAGEL PUBLIC LIBRARY OF GLEN ROCK
13453,GUTHRIE MEMORIAL LIBRARY - HANOVER'S PUBLIC L
13454,KALTREIDER-BENFER LIBRARY
13455,SOUTHERN YORK COUNTY LIBRARY
13456,GLATFELTER MEMORIAL LIBRARY
13457,MASON DIXON PUBLIC LIBRARY
13458,MARTIN MEMORIAL LIBRARY
13459,COLLINSVILLE COMMUNITY LIBRARY
13460,RED LAND COMMUNITY LIBRARY
13461,VILLAGE LIBRARY
13462,YORK COUNTY LIBRARY SYSTEM
13463,DOVER AREA COMMUNITY LIBRARY
13464,KREUTZ CREEK VALLEY LIBRARY CENTER
13465,MOORES MEMORIAL LIBRARY
13466,ELIZABETHTOWN PUBLIC LIBRARY
13467,EPHRATA PUBLIC LIBRARY
13468,LANCASTER PUBLIC LIBRARY
13469,LANCASTER PUBLIC LIBRARY WEST - MOUNTVILLE BRANCH
13470,LANCASTER PUBLIC LIBRARY EAST - LEOLA BRANCH
13471,LITITZ PUBLIC LIBRARY
13472,MILANOF-SCHOCK LIBRARY
13473,EASTERN LANCASTER COUNTY LIB
13474,ANNVILLE FREE LIBRARY
13475,MYERSTOWN COMMUNITY LIBRARY
13476,PALMYRA PUBLIC LIBRARY
13477,RICHLAND COMMUNITY LIBRARY
13478,BETHEL TULPEHOCKEN PUBLIC LIBRARY
13479,BOONE AREA LIBRARY
13480,VILLAGE LIBRARY OF MORGANTOWN
13481,HAMBURG PUBLIC LIBRARY
13482,READING PUBLIC LIBRARY
13483,SOUTHEAST BRANCH LIBRARY
13484,NORTHWEST BRANCH LIBRARY
13485,NORTHEAST BRANCH LIBRARY
13486,ROBESONIA COMMUNITY LIBRARY
13487,SINKING SPRING PUBLIC LIBRARY
13488,MUHLENBERG COMMUNITY LIBRARY
13489,WERNERSVILLE PUBLIC LIBRARY
13490,WEST LAWN-WYOMISSING HILLS LIBRARY
13491,SPRING TOWNSHIP LIBRARY
13492,WYOMISSING PUBLIC LIBRARY
13493,CLEVE J. FREDRICKSEN LIBRARY
13494,EAST PENNSBORO LIBRARY
13495,BOSLER FREE LIBRARY
13496,JOSEPH T. SIMPSON PUBLIC LIBRARY
13497,AMELIA S GIVIN LIBRARY
13498,NEW CUMBERLAND PUBLIC LIBRARY
13499,JOHN GRAHAM PUBLIC LIBRARY
13500,SHIPPENSBURG PUBLIC LIBRARY
13501,HERSHEY PUBLIC LIBRARY
13502,NORTHERN DAUPHIN BRANCH LIBRARY
13503,JOHNSON MEMORIAL LIBRARY
13504,KLINE LIBRARY
13505,WILLIAM H & MARION C ALEXANDER FAMILY LIBRARY
13506,MADELINE L. OLEWINE MEMORIAL LIBRARY
13507,ELIZABETHVILLE AREA LIBRARY
13508,MCCORMICK RIVERFRONT LIBRARY
13509,EAST SHORE AREA LIBRARY
13510,MIDDLETOWN PUBLIC LIBRARY
13511,MARYSVILLE RYE LIB ASSOCIATION
13512,MCBRIDE MEMORIAL LIBRARY
13513,BLOOMSBURG PUBLIC LIBRARY
13514,COLUMBIA COUNTY TRAVELING LIBRARY
13515,COLUMBIA COUNTY TRAVELING LIBRARY AUTHORITY
13516,THOMAS BEAVER FREE LIBRARY
13517,MONTGOMERY HOUSE WARRIOR RUN AREA PUBLIC LIBR
13518,MILTON PUBLIC LIBRARY
13519,MOUNT CARMEL PUBLIC LIBRARY
13520,PRIESTLEY FORSYTH MEM LIBRARY
13521,RALPHO TOWNSHIP PUBLIC LIBRARY
13522,SHAMOKIN & COAL TWP PUB LIB
13523,DEGENSTEIN COMMUNITY LIBRARY
13524,BEAVERTOWN LIBRARY
13525,"SNYDER COUNTY LIBRARIES, INC."
13526,MIDDLEBURG COMMUNITY LIBRARY
13527,MCCLURE COMMUNITY LIBRARY
13528,PUBLIC LIBRARY FOR UNION CO
13529,JANE & ANNETTA HERR MEMORIAL LIBRARY
13530,SPALDING MEMORIAL LIBRARY
13531,GREEN FREE LIBRARY
13532,MONROETON PUBLIC LIBRARY
13533,SAYRE PUBLIC LIBRARY
13534,TOWANDA PUBLIC LIBRARY
13535,BRADFORD COUNTY LIBRARY
13536,MATHER MEMORIAL LIBRARY
13537,WYALUSING PUBLIC LIBRARY
13538,HUGHESVILLE AREA PUBLIC LIBRARY
13539,JERSEY SHORE PUBLIC LIBRARY
13540,JAMES V BROWN LIBRARY
13541,JAMES V.BROWN LIBRARY BOOKMOBILE
13542,MONTGOMERY AREA PUBLIC LIBRARY
13543,MUNCY PUBLIC LIBRARY
13544,SULLIVAN COUNTY LIBRARY
13545,BLOSSBURG MEMORIAL LIBRARY
13546,ELKLAND AREA COMMUNITY LIBRARY
13547,KNOXVILLE PUBLIC LIBRARY
13548,MANSFIELD FREE PUBLIC LIBRARY
13549,GREEN FREE LIBRARY
13550,WESTFIELD PUBLIC LIBRARY
13551,BACK MOUNTAIN MEMORIAL LIBRARY
13552,HAZLETON AREA PUBLIC LIBRARY
13553,FREELAND BRANCH LIBRARY
13554,VALLEY BRANCH LIBRARY
13555,NUREMBERG BRANCH LIBRARY
13556,HOYT LIBRARY
13557,MARIAN SUTHERLAND KIRBY LIB
13558,MILL MEMORIAL LIBRARY
13559,PITTSTON MEMORIAL LIBRARY
13560,PLYMOUTH PUBLIC LIBRARY
13561,WEST PITTSTON LIBRARY
13562,OSTERHOUT FREE LIBRARY
13563,PLAINS TOWNSHIP BRANCH LIBRARY
13564,SOUTH BRANCH LIBRARY
13565,NORTH BRANCH LIBRARY
13566,TUNKHANNOCK PUBLIC LIBRARY
13567,CARBONDALE PUBLIC LIBRARY
13568,ABINGTON COMMUNITY LIBRARY
13569,DALTON COMMUNITY LIBRARY
13570,VALLEY COMMUNITY LIBRARY
13571,NORTH POCONO PUBLIC LIBRARY
13572,SCRANTON PUBLIC LIBRARY
13573,NANCY KAY HOLMES BRANCH
13574,LACKAWANNA COUNTY CHILDREN'S LIBRARY
13575,BOOKMOBILE ONE
13576,TAYLOR COMMUNITY LIBRARY
13577,SUS CO HIST SOC & FR LIB
13578,FOREST CITY LIBRARY
13579,SUSQUEHANNA FREE LIBRARY
13580,HALLSTEAD-GREAT BEND BRANCH LIBRARY
13581,PRATT MEMORIAL LIBRARY
13582,WAYNE COUNTY PUBLIC LIBRARY
13583,BARRETT PARADISE FRIENDLY LIBRARY
13584,WESTERN POCONO COMMUNITY LIBRARY
13585,POCONO MOUNTAIN PUBLIC LIBRARY
13586,EASTERN MONROE PUBLIC LIBRARY
13587,POCONO TOWNSHIP BRANCH
13588,EASTERN MONROE PUBLIC LIBRARY (BOOKMOBILE)
13589,SMITHFIELD BRANCH LIBRARY
13590,CLYMER LIBRARY ASSOCIATION
13591,BANGOR PUBLIC LIBRARY
13592,BETHLEHEM AREA PUBLIC LIBRARY
13593,BETHLEHEM AREA PUBLIC LIBRARY (BOOKMOBILE)
13594,SOUTH SIDE BRANCH LIBRARY
13595,EASTON AREA PUBLIC LIBRARY
13596,PALMER LIBRARY
13597,SOUTH SIDE BRANCH
13598,MEM LIB OF NAZARETH & VICINITY
13599,NORTHAMPTON AREA PUB LIBRARY
13600,MARY MEUSER MEMORIAL LIBRARY
13601,PIKE COUNTY PUBLIC LIBRARY
13602,DINGMAN TOWNSHIP BRANCH LIBRARY
13603,DIMMICK MEMORIAL LIBRARY
13604,LEHIGHTON AREA MEMORIAL LIBRARY
13605,PALMERTON AREA LIBRARY ASSOCIATION
13606,ALLENTOWN PUBLIC LIBRARY
13607,PUBLIC LIBRARY OF CATASAUQUA
13608,COPLAY PUBLIC LIBRARY
13609,EMMAUS PUBLIC LIBRARY
13610,SOUTHERN LEHIGH PUBLIC LIBRARY
13611,SLATINGTON LIBRARY INC
13612,PARKLAND COMMUNITY LIBRARY
13613,WHITEHALL TOWNSHIP PUB LIBRARY
13614,BUCKS COUNTY FREE LIBRARY
13615,JAMES A MICHENER BRANCH LIBRARY
13616,SAMUEL PIERCE BRANCH LIBRARY
13617,YARDLEY MAKEFIELD BRANCH LIBRARY
13618,BENSALEM LIBRARY
13619,PENNWOOD BRANCH LIBRARY
13620,LEVITTOWN REGIONAL LIBRARY
13621,TWP LIB OF LOWER SOUTHAMPTON
13622,MORRISVILLE FR LIB ASSOCIATION
13623,FR LIB OF NEW HOPE & SOLEBURY
13624,FR LIB OF NORTHAMPTON TWNSHP
13625,RIEGELSVILLE PUBLIC LIBRARY
13626,SOUTHAMPTON FREE LIBRARY
13627,WARMINSTER TOWNSHIP FREE LIBRARY
13628,VILLAGE LIBRARY OF WRIGHTSTOWN
13629,ABINGTON TWP PUBLIC LIBRARY
13630,ROSLYN BRANCH LIBRARY
13631,WISSAHICKON VALLEY PUB LIBRARY
13632,AMBLER BRANCH LIBRARY
13633,UNION LIB COMPANY OF HATBOROUGH
13634,JENKINTOWN LIBRARY
13635,HUNTINGDON VALLEY LIBRARY
13636,LOWER PROVIDENCE COM LIBRARY
13637,NARBERTH COMMUNITY LIBRARY
13638,MONT CO-NORRISTOWN PUB LIB
13639,UPPER PERKIOMEN VALLEY LIBRARY
13640,CONSHOHOCKEN FREE LIBRARY
13641,BOOKMOBILE #6
13642,ROYERSFORD FREE PUBLIC LIBRARY
13643,"PERKIOMEN VALLEY LIBRARY, INC."
13644,BOOKMOBILE #7
13645,BOOKS-GO-ROUND
13646,WORDS-ON-WHEELS
13647,POTTSTOWN PUBLIC LIBRARY
13648,INDIAN VALLEY PUBLIC LIBRARY
13649,UPPER DUBLIN PUBLIC LIBRARY
13650,UPPER MERION TOWNSHIP LIBRARY
13651,UPPER MORELAND FREE PUBLIC LIBRARY
13652,ATGLEN PUBLIC LIBRARY
13653,CHESTER COUNTY LIBRARY
13654,HENRIETTA HANKIN BRANCH LIBRARY
13655,COATESVILLE AREA PUBLIC LIBRARY
13656,DOWNINGTOWN LIBRARY COMPANY
13657,EASTTOWN LIBRARY & INFO CENTER
13658,HONEY BROOK COMMUNITY LIBRARY
13659,BAYARD TAYLOR MEMORIAL LIBRARY
13660,MALVERN PUBLIC LIBRARY
13661,OXFORD PUBLIC LIBRARY
13662,PARKESBURG FREE LIBRARY
13663,PHOENIXVILLE PUBLIC LIBRARY
13664,SPRING CITY FR PUBLIC LIBRARY
13665,TREDYFFRIN PUBLIC LIBRARY
13666,PAOLI LIBRARY
13667,WEST CHESTER PUBLIC LIBRARY
13668,AVON GROVE FREE LIBRARY
13669,CHESTER SPRINGS LIBRARY
13670,ASTON PUBLIC LIBRARY
13671,J. LEWIS CROZER LIBRARY
13672,COLLINGDALE PUBLIC LIBRARY
13673,RACHEL KOHL COMMUNITY LIBRARY
13674,DARBY LIBRARY
13675,BOROUGH OF FOLCROFT PUBLIC LIBRARY
13676,GLENOLDEN LIBRARY
13677,HAVERFORD TOWNSHIP FREE LIBRARY
13678,LANSDOWNE PUBLIC LIBRARY
13679,MARY M CAMPBELL LIBRARY
13680,MED UPPER PROV FREE LIBRARY
13681,MIDDLETOWN FREE LIBRARY
13682,HELEN KATE FURNESS FR LIBRARY
13683,NEWTOWN PUBLIC LIBRARY
13684,NORWOOD PUBLIC LIBRARY
13685,PROSPECT PARK FREE LIBRARY
13686,MEM LIBRARY OF RADNOR TWNSHP
13687,RIDLEY PARK PUBLIC LIBRARY
13688,RIDLEY TOWNSHIP PUBLIC LIBRARY
13689,SHARON HILL PUBLIC LIBRARY
13690,SPRINGFIELD TOWNSHIP LIBRARY
13691,SWARTHMORE PUBLIC LIBRARY
13692,TINICUM MEMORIAL PUB LIBRARY
13693,UPPER DARBY TOWNSHIP & SELLERS MEMORIAL FREE PUBLIC LIBRARY
13694,UPPER DARBY MUNICIPAL BRANCH LIBRARY
13695,PRIMOS BRANCH LIBRARY
13696,YEADON PUBLIC LIBRARY
13697,FREE LIBRARY OF PHILADELPHIA
13698,NORTHEAST REGIONAL LIBRARY
13699,JOSEPH E COLEMAN NORTHWEST REGIONAL LIBRARY
13700,LUCIEN E BLACKWELL WEST PHILADELPHIA REGIONAL LIBRARY
13701,ANDORRA BRANCH LIBRARY
13702,BUSTLETON AVENUE BRANCH LIBRARY
13703,CHESTNUT HILL BRANCH LIBRARY
13704,CECIL B MOORE BRANCH LIBRARY
13705,EASTWICK BRANCH LIBRARY
13706,FALLS OF SCHUYLKILL BRANCH LIBRARY
13707,FISHTOWN COMMUNITY BRANCH LIBRARY
13708,FOX CHASE BRANCH LIBRARY
13709,FRANKFORD BRANCH LIBRARY
13710,GREATER OLNEY BRANCH LIBRARY
13711,HADDINGTON BRANCH LIBRARY
13712,KATHARINE DREXEL BRANCH LIBRARY
13713,KENSINGTON BRANCH LIBRARY
13714,LAWNCREST BRANCH LIBRARY
13715,LOGAN BRANCH LIBRARY
13716,LOVETT MEMORIAL BRANCH LIBRARY
13717,MCPHERSON SQUARE BRANCH LIBRARY
13718,CHARLES DURHAM BRANCH LIBRARY
13719,NICETOWN-TIOGA BRANCH LIBRARY
13720,OAK LANE BRANCH LIBRARY
13721,OVERBROOK PARK BRANCH LIBRARY
13722,PASCHALVILLE BRANCH LIBRARY
13723,"THOMAS F DONATUCCI, SR., BRANCH"
13724,QUEEN MEMORIAL LIBRARY
13725,SOUTH PHILADELPHIA BRANCH LIBRARY
13726,CHARLES SANTORE BRANCH LIBRARY
13727,FUMO FAMILY BRANCH LIBRARY
13728,ROXBOROUGH BRANCH LIBRARY
13729,TACONY BRANCH LIBRARY
13730,TORRESDALE BRANCH LIBRARY
13731,WADSWORTH AVENUE BRANCH LIBRARY
13732,WELSH ROAD BRANCH LIBRARY
13733,WEST OAK LANE BRANCH LIBRARY
13734,WHITMAN BRANCH LIBRARY
13735,WIDENER BRANCH LIBRARY
13736,BUSHROD BRANCH LIBRARY
13737,HAVERFORD AVENUE BRANCH LIBRARY
13738,"BLANCHE A NIXON BRANCH, COBBS CREEK"
13739,HOLMESBURG BRANCH LIBRARY
13740,KINGSESSING BRANCH LIBRARY
13741,LILLIAN MARRERO BRANCH LIBRARY
13742,PHILADELPHIA CITY INSTITUTE LIBRARY
13743,RAMONITA G DERODRIGUEZ BRANCH LIBRARY
13744,RICHMOND BRANCH LIBRARY
13745,WALNUT STREET WEST BRANCH LIBRARY
13746,WYNNEFIELD BRANCH LIBRARY
13747,WYOMING BRANCH LIBRARY
13748,DAVID COHEN OGONTZ BRANCH
13749,INDEPENDENCE BRANCH LIBRARY
13750,BADEN MEMORIAL LIBRARY
13751,BEAVER AREA MEMORIAL LIBRARY
13752,CARNEGIE FREE LIBRARY-MIDLAND
13753,NEW BRIGHTON PUBLIC LIBRARY
13754,APOLLO MEMORIAL LIBRARY
13755,FORD CITY PUBLIC LIBRARY
13756,KITTANNING PUBLIC LIBRARY
13757,BLAIRSVILLE PUBLIC LIBRARY
13758,INDIANA FREE LIBRARY INC
13759,ASHLAND PUBLIC LIBRARY
13760,TRI VALLEY FREE PUBLIC LIBRARY
13761,MAHANOY CITY PUBLIC LIBRARY
13762,MINERSVILLE PUBLIC LIBRARY
13763,ORWIGSBURG AREA FR PUB LIBRARY
13764,POTTSVILLE FREE PUBLIC LIBRARY
13765,SCHUYLKILL HAVEN FR PUB LIB
13766,SHENANDOAH AREA FREE PUBLIC LIBRARY
13767,TAMAQUA PUBLIC LIBRARY
13768,TOWER-PORTER COMMUNITY LIBRARY
13769,TREMONT AREA FREE PUBLIC LIBRARY
13770,BURGETTSTOWN COMMUNITY LIBRARY
13771,ANDREW BAYNE MEM LIBRARY
13772,BRENTWOOD LIBRARY
13773,WHITEHALL PUBLIC LIBRARY
13774,CRANBERRY PUBLIC LIBRARY
13775,COCHRANTON AREA PUBLIC LIBRARY
13776,MEADVILLE PUBLIC LIBRARY
13777,SPRINGBORO PUBLIC LIBRARY
13778,ERIE COUNTY PUBLIC LIBRARY
13779,EDINBORO BRANCH LIBRARY
13780,IROQUOIS AVENUE BRANCH LIBRARY
13781,MILLCREEK BRANCH LIBRARY
13782,ERIE COUNTY PUBLIC LIBRARY (RURAL BOOKMOBILE)
13783,LINCOLN COMMUNITY CENTER
13784,SARAH S BOVARD MEM LIBRARY
13785,MARIENVILLE AREA LIBRARY
13786,SYKESVILLE PUBLIC LIBRARY
13787,DELMONT PUBLIC LIBRARY
13788,PENN AREA LIBRARY
13789,ROSTRAVER PUBLIC LIBRARY
13790,HOLLIDAYSBURG AREA PUBLIC LIBRARY
13791,COLUMBIA PUBLIC LIBRARY
13792,KUTZTOWN COMMUNITY LIBRARY
13793,BLOOMFIELD PUBLIC LIBRARY
13794,NEWPORT PUBLIC LIBRARY
13795,ALLEN F. PIERCE FREE LIBRARY
13796,DR WILLIAM B KONKLE MEM LIB
13797,CHELTENHAM TWNSHP LIB SYSTEM
13798,GLENSIDE FREE LIBRARY
13799,LA MOTT FREE LIBRARY
13800,ELKINS PARK FREE LIBRARY
13801,EAST CHELTENHAM FREE LIBRARY
13802,ARDMORE FREE LIBRARY
13803,BALA CYNWYD MEMORIAL LIBRARY
13804,BELMONT HILLS PUBLIC LIBRARY
13805,GLADWYNE FREE LIBRARY
13806,LUDINGTON PUBLIC LIBRARY
13807,PENN WYNNE LIBRARY
13808,LOWER MERION LIBRARY SYSTEM
13809,FR LIB OF SPRINGFIELD TWNSHP
13810,WILLIAM JEANES MEM LIBRARY
13811,MARPLE PUBLIC LIBRARY
13812,B F JONES MEMORIAL LIBRARY
13813,LAUGHLIN MEMORIAL FREE LIBRARY
13814,CARNEGIE FREE LIBRARY - BEAVER FALLS
13815,MONACA PUBLIC LIBRARY
13816,ROCHESTER PUBLIC LIBRARY
13817,FRACKVILLE FREE PUBLIC LIBRARY
13818,SCHUYLKILL VALLEY COMMUNITY LIBRARY
13819,COMMUNITY LIB OF W PERRY CO
13820,WEST END LIBRARY
13821,W W F COMMUNITY LIBRARY
13822,BRADDOCK CARNEGIE LIBRARY
13823,CARNEGIE LIBRARY OF HOMESTEAD
13824,WESTERN ALLEGHENY COMM LIBRARY
13825,BOYERTOWN COMMUNITY LIBRARY
13826,FLEETWOOD AREA PUBLIC LIBRARY
13827,BRANDYWINE COMMUNITY LIBRARY
13828,BURRELL TOWNSHIP LIBRARY
13829,PORT CARBON PUBLIC LIBRARY
13830,HAMPTON COMMUNITY LIBRARY
13831,WYOMING FREE LIBRARY
13832,HELLERTOWN AREA LIBRARY
13833,PLUM BOROUGH LIBRARY
13834,QUARRYVILLE LIBRARY CENTER
13835,STRASBURG-HEISLER LIBRARY
13836,SOUTH FAYETTE TWP LIBRARY
13837,LEBANON COMMUNITY LIBRARY
13838,BETHANY PUBLIC LIBRARY
13839,NEWFOUNDLAND AREA PUB LIBRARY
13840,HAWLEY LIBRARY
13841,NORTHERN WAYNE COMMUNITY LIB
13842,PLEASANT MOUNT PUBLIC LIBRARY
13843,LACEYVILLE PUBLIC LIBRARY
13844,F.O.R. STO-ROX LIBRARY
13845,PROSPECT COMMUNITY LIBRARY
13846,MANOR PUBLIC LIBRARY
13847,HYNDMAN-LONDONDERRY PUB LIB
13848,ALTOONA AREA PUBLIC LIBRARY
13849,MATTHEWS PUBLIC LIBRARY
13850,BERNVILLE AREA COMMUNITY LIB
13851,ADAMSTOWN AREA LIBRARY
13852,PEQUEA VALLEY PUBLIC LIBRARY
13853,SALISBURY TOWNSHIP BRANCH LIBRARY
13854,MANHEIM COMMUNITY LIBRARY
13855,WOMELSDORF COMMUNITY LIBRARY
13856,NORTH TRAILS PUBLIC LIBRARY
13857,HORSHAM TOWNSHIP LIBRARY
13858,SALEM PUBLIC LIBRARY
13859,PRESCHOOL BUS
13860,SENIOR BUS
13861,GENERAL BUS
13862,LANCASTER COUNTY BOOKMOBILE
13863,MANHEIM TOWNSHIP PUBLIC LIBRARY
13864,ROBINSON TOWNSHIP LIBRARY
13865,BEAVER COUNTY BOOKMOBILE
13866,CHIPPEWA LIBRARY INFORMATION CENTER
13867,BEAVER CO LIBRARY SYSTEM
13868,COOPERSTOWN PUBLIC LIBRARY
13869,EXETER COMMUNITY LIBRARY
13870,MIFFLIN COMMUNITY LIBRARY
13871,NORTH WALES AREA LIBRARY
13872,RICE AVENUE COMMUNITY PUBLIC LIBRARY
13873,COMMUNITY LIBRARY OF ALLEGHENY VALLEY
13874,COMMUNITY LIBRARY OF ALLEGHENY VALLEY-TARENTUM
13875,THE LIBRARY PLACE@PITTSBURGH MILLS
13876,FT. LOUDON COMMUNITY LIBRARY
13877,LILIAN S. BESORE MEMORIAL LIBRARY
13878,GROVE FAMILY LIBRARY
13879,ST. THOMAS BRANCH LIBRARY
13880,FRANKLIN COUNTY BOOKMOBILE
13881,FRANKLIN COUNTY LIBRARY SYSTEM
13882,COYLE FREE LIBRARY
13883,BLUE RIDGE SUMMIT FREE LIBRARY
13884,LANSDALE PUBLIC LIBRARY
13885,LOWER MACUNGIE LIBRARY
13886,SCOTT TOWNSHIP PUBLIC LIBRARY
13887,WILCOX PUBLIC LIBRARY
13888,RINGTOWN AREA LIBRARY
13889,FACTORYVILLE PUBLIC LIBRARY
13890,SEWICKLEY TOWNSHIP PUBLIC LIBRARY
13891,SAN GERMAN PUBLIC LIBRARY (RAQUEL QUINONES)
13892,YAUCO PUBLIC LIBRARY (LUIS E. CATALA)
13893,AGUADA PUBLIC LIBRARY
